Customer_ID,Name,Age,Gender,Annual_Income,Credit_Score,Total_Debt,Employment_Status
C00001375,Kimberly Ellis MD,64,Female,44851.06,451,30580.89,Self-Employed
C00001376,Melissa Lee DDS,67,Male,59072.68,578,293.43,Self-Employed
C00001377,Kathleen Aguirre,19,Female,135194.55,434,18110.61,Self-Employed
C00001378,Allison Jenkins,45,Female,52595.82,403,47135.52,Retired
C00001379,Ann Odom,66,Female,88669.73,467,27300.77,Retired
C00001380,Chad Lozano,67,Male,163169.63,656,13177.37,Unemployed
C00001381,Heather Moreno,47,Female,42456.62,634,6072.79,Retired
C00001382,Tami Mcguire,55,Male,34486.42,499,19619.98,Employed
C00001383,Adrian Bennett,68,Male,117194.64,705,7066.84,Retired
C00001384,Bradley Sanchez,21,Male,145652.42,703,47905.44,Self-Employed
C00001385,Tammy Cohen,18,Female,183971.57,448,42018.05,Unemployed
C00001386,Ann Bender,25,Male,139155.8,825,23730.35,Unemployed
C00001387,Ashley Rogers,46,Male,190312.2,768,49518.65,Self-Employed
C00001388,Gina Mathis,56,Female,64014.69,833,7547.54,Self-Employed
C00001389,William Evans,20,Female,81527.83,460,8120.23,Employed
C00001390,Chelsea Duran,49,Female,171075.74,377,7992.2,Retired
C00001391,Kristy Howard,27,Female,165989.69,696,6965.88,Retired
C00001392,Deborah Dennis,27,Male,139680.26,517,24643.92,Retired
C00001393,Krista Merritt,36,Male,111084.38,512,38659.71,Self-Employed
C00001394,Miranda Porter,63,Male,23188.05,442,32111.22,Self-Employed
C00001395,Janet Evans,51,Male,70479.91,502,21025.36,Employed
C00001396,Eddie Schmidt,50,Male,48500.75,567,1456.03,Employed
C00001397,John Horn,40,Female,29211.47,305,17171.93,Employed
C00001398,Gary Henry,45,Male,159694.35,331,13674.06,Self-Employed
C00001399,Daniel Davis,49,Female,43636.18,546,11594.96,Unemployed
C00001400,Jennifer Pena,67,Female,84334.32,444,19626.52,Employed
C00001401,Patricia Berger,24,Male,195942.24,552,34424.59,Unemployed
C00001402,Kathy Walters,46,Male,93647.62,397,37202.42,Employed
C00001403,Mark Simmons,25,Male,45471.15,387,9443.74,Employed
C00001404,Christopher Osborne,18,Female,144157.23,743,30777.12,Retired
C00001405,James Greene,20,Female,165789.51,423,16144.33,Employed
C00001406,Elizabeth Salazar,41,Female,70247.13,618,11823.34,Self-Employed
C00001407,Ronald Barnes,40,Male,165683.18,769,49868.18,Unemployed
C00001408,Rebecca Perry,25,Female,68873.79,578,3145.7,Self-Employed
C00001409,Troy Ellis,64,Female,144760.13,375,42645.75,Retired
C00001410,Christian Powers,54,Female,42464.65,636,19935.37,Self-Employed
C00001411,Christine Jackson,20,Female,97008.13,838,47091.32,Unemployed
C00001412,Shaun Wilkins,68,Male,113688.91,748,9851.32,Employed
C00001413,Raymond Johnson,50,Female,150551.04,787,49794.22,Retired
C00001414,Robin Barnett,45,Male,137005.61,300,37657.71,Unemployed
C00001415,Jennifer Dunn,64,Male,173601.7,848,28143.25,Unemployed
C00001416,Patrick Phillips,25,Male,53172.39,761,37942.4,Self-Employed
C00001417,Linda Monroe,51,Male,139024.38,543,36766.69,Retired
C00001418,Margaret Zimmerman,52,Female,42995.02,417,17055.07,Employed
C00001419,Evan Pineda DDS,49,Male,106054.39,602,46643.49,Self-Employed
C00001420,Jessica Russell,41,Male,114420.36,658,46878.79,Self-Employed
C00001421,Marcus Garcia,31,Female,24907.42,571,13642.92,Unemployed
C00001422,Ricardo Hood,49,Female,32664.21,755,12856.01,Employed
C00001423,Jacob Thomas,63,Female,171068.93,572,42939.23,Self-Employed
C00001424,Riley Hernandez,60,Female,71621.9,818,15286.6,Retired
C00001425,Chase Allen,33,Male,82306.13,715,45876.02,Unemployed
C00001426,Jesse Kirk,21,Female,135273.12,826,33052.18,Retired
C00001427,Joshua Chavez,69,Female,59728.63,419,48249.91,Self-Employed
C00001428,Lisa Dudley,54,Male,54715.26,565,40836.18,Retired
C00001429,Connor Campbell,38,Male,95877.39,430,42066.36,Unemployed
C00001430,Eric Hubbard,31,Female,30619.4,842,3906.48,Employed
C00001431,Carolyn Owen,48,Male,185054.65,627,24936.08,Self-Employed
C00001432,Melissa Smith,65,Female,189219.6,460,20314.51,Self-Employed
C00001433,Corey Davies,35,Female,100676.03,679,39099.1,Unemployed
C00001434,Kimberly Hall,24,Male,57663.09,598,16128.27,Unemployed
C00001435,Cynthia Nguyen,27,Male,104703.43,567,33849.25,Retired
C00001436,Austin Tyler,24,Male,37987.97,716,34612.47,Unemployed
C00001437,Mrs. Melissa Edwards,50,Male,91603.52,542,15319.92,Unemployed
C00001438,Mrs. Alicia Ford,40,Female,33259.8,689,28398.26,Retired
C00001439,Devin Rich,38,Female,147109.83,746,35161.53,Unemployed
C00001440,Angela Mcguire,36,Male,69628.44,579,31899.97,Unemployed
C00001441,Julian Beck,65,Female,113718.71,309,16439.6,Retired
C00001442,Todd Juarez,36,Male,22437.08,447,13681.34,Self-Employed
C00001443,Catherine King,53,Female,114434.56,705,15412.88,Unemployed
C00001444,Matthew Woodard,46,Female,20588.23,472,2690.3,Retired
C00001445,Paul Moore,35,Female,186534.59,351,31941.59,Employed
C00001446,Kurt Ibarra,19,Female,110208.42,574,36104.28,Employed
C00001447,Christopher Young,18,Female,38011.97,669,2291.59,Unemployed
C00001448,Jennifer Anderson,64,Female,81389.86,507,48651.14,Retired
C00001449,Christine Fritz,22,Male,28292.08,373,39359.49,Employed
C00001450,Natasha Bradley,37,Male,115561.18,369,35609.23,Employed
C00001451,Dr. Brent Patel,28,Male,42021.78,819,41765.37,Unemployed
C00001452,Kim Anderson,59,Female,105159.35,383,44357.48,Employed
C00001453,Harold Boyle,19,Male,74991.42,816,14656.89,Retired
C00001454,Carolyn Williams,20,Female,157085.01,334,24129.65,Retired
C00001455,Donald Stewart,40,Female,106805.95,826,32014.74,Unemployed
C00001456,Susan Blankenship,29,Female,172673.35,718,44151.01,Self-Employed
C00001457,John Parks,37,Male,189442.71,374,35974.65,Retired
C00001458,Barbara Garcia,22,Female,194514.48,460,32397.15,Self-Employed
C00001459,Jon Davis,54,Female,66835.34,723,27013.59,Self-Employed
C00001460,Samantha Hill,55,Male,158162.36,622,15916.76,Retired
C00001461,Gina Gilbert,47,Male,98859.95,523,35743.05,Retired
C00001462,Sabrina Douglas,26,Male,96711.17,590,22616.65,Unemployed
C00001463,David Weeks,51,Female,176281.47,428,5264.97,Unemployed
C00001464,Brad Serrano,61,Female,46220.4,829,40302.49,Unemployed
C00001465,Diane Richardson MD,52,Male,106005.86,806,33730.06,Self-Employed
C00001466,Kimberly Wilson,69,Female,126718.98,458,24697.89,Employed
C00001467,Scott Ashley,39,Female,31902.22,359,44248.16,Retired
C00001468,Michael Maxwell,61,Female,175612.57,355,36326.87,Self-Employed
C00001469,Andrew Johnston,41,Male,76581.04,691,29285.25,Self-Employed
C00001470,Matthew Horn,34,Female,138227.54,369,38149.0,Unemployed
C00001471,Ashley Dalton,27,Male,187054.4,439,43156.21,Retired
C00001472,Erica Fox,47,Male,149555.85,478,29492.9,Employed
C00001473,Christopher Williams PhD,63,Male,179481.9,693,43808.15,Self-Employed
C00001474,Christopher Stafford,40,Female,32518.04,841,33528.11,Retired
C00001475,Debra Williams,49,Female,108692.24,402,28196.71,Unemployed
C00001476,Wendy Wilson,34,Female,121669.78,473,22407.53,Employed
C00001477,Steve Perez,67,Male,144027.0,759,7340.89,Unemployed
C00001478,Daniel Gonzales,68,Male,41034.49,466,820.44,Employed
C00001479,Matthew Hernandez II,34,Female,138222.07,486,10951.0,Unemployed
C00001480,Barbara Mclean,31,Female,46278.84,744,9640.91,Unemployed
C00001481,John Stewart,26,Male,32170.31,605,11282.59,Unemployed
C00001482,Mary Bennett,57,Female,104477.46,736,17684.97,Employed
C00001483,Dakota Davis,19,Male,128067.55,434,23101.8,Employed
C00001484,Alexis Santos,62,Male,192461.17,651,41572.95,Self-Employed
C00001485,Chris Jones,42,Male,145752.58,543,18482.28,Unemployed
C00001486,Anthony Wallace,56,Male,126450.34,648,11667.67,Employed
C00001487,Cameron Brown,26,Female,58621.68,713,49435.93,Unemployed
C00001488,Kevin Griffin,39,Male,47367.99,419,49894.51,Self-Employed
C00001489,Jeff Roman,60,Male,129309.18,376,38164.73,Retired
C00001490,Eric Hill,63,Female,60130.83,593,18329.4,Unemployed
C00001491,Chad Reid,21,Male,147188.92,538,20227.79,Unemployed
C00001492,Christopher Stanley,43,Male,40605.88,329,9010.48,Employed
C00001493,Kimberly Walsh,46,Male,81134.45,768,13150.72,Unemployed
C00001494,Ashley Bailey,62,Male,159155.62,529,33737.17,Self-Employed
C00001495,Travis Butler,51,Female,169586.67,573,29248.46,Retired
C00001496,Jaime Glenn,40,Female,82143.34,584,23019.97,Self-Employed
C00001497,Michael Flores,54,Female,57209.59,728,30999.44,Unemployed
C00001498,Kim Campbell DDS,28,Female,192475.98,447,24187.91,Employed
C00001499,Scott Cole,23,Male,156993.68,714,47806.67,Employed
C00001500,Shane Gonzalez,35,Male,165270.67,346,42787.29,Retired
C00001501,Laura Hill,38,Female,60095.3,382,38005.04,Self-Employed
C00001502,Steven Cannon,59,Male,96398.96,568,5047.03,Unemployed
C00001503,Terry Weber,53,Female,32277.57,504,23659.42,Retired
C00001504,Mary Yoder,58,Male,39691.91,600,30651.55,Retired
C00001505,Paul Marshall,55,Female,59772.63,369,4419.58,Employed
C00001506,Amanda Wiley,51,Female,74582.23,612,45567.55,Employed
C00001507,Deborah Harvey,34,Female,199493.26,770,10785.09,Employed
C00001508,Krystal Hoover,54,Female,95975.94,674,256.89,Retired
C00001509,Elizabeth Spears,42,Male,145617.64,610,20701.73,Unemployed
C00001510,Robert Gardner,55,Male,182800.49,475,6219.48,Retired
C00001511,Taylor Myers,29,Male,64290.23,632,36374.62,Unemployed
C00001512,James Nelson,40,Female,46050.0,764,42245.98,Self-Employed
C00001513,Jeffery Fuller,59,Female,63786.48,522,21734.91,Self-Employed
C00001514,Anthony Sparks,39,Male,178835.9,379,48652.93,Self-Employed
C00001515,Austin Ochoa,38,Male,139823.49,731,25721.05,Retired
C00001516,Bradley Lowe,44,Male,101240.32,728,26335.92,Self-Employed
C00001517,Joshua Wilson,48,Male,167650.89,700,39068.89,Employed
C00001518,Melanie Mcguire,23,Female,62610.76,499,8645.48,Retired
C00001519,Lisa Conley,44,Female,63051.57,772,9725.81,Unemployed
C00001520,Alyssa Green,57,Male,122099.62,747,41411.97,Unemployed
C00001521,Judy Drake,51,Male,162211.3,778,2429.49,Unemployed
C00001522,Jill Thompson,29,Male,66720.53,418,13171.46,Employed
C00001523,Renee Jackson,62,Female,57806.18,479,30010.49,Employed
C00001524,Christopher Wilson,24,Male,105315.45,595,31181.45,Unemployed
C00001525,Tyler Alvarez,27,Female,44156.84,619,33000.63,Unemployed
C00001526,Patricia Hughes,62,Female,154606.11,657,46165.82,Employed
C00001527,David Santiago,34,Male,123919.57,411,6572.51,Retired
C00001528,Samuel Smith,43,Male,112257.42,670,19694.17,Self-Employed
C00001529,Jason Johnson,38,Male,177007.41,734,11004.23,Self-Employed
C00001530,Jose Russell,45,Female,151861.13,621,40850.28,Self-Employed
C00001531,Victoria Rosales,63,Male,46868.56,605,10040.27,Employed
C00001532,William Taylor,19,Male,95677.73,319,34760.19,Employed
C00001533,Allen Jones,60,Female,77828.7,367,49836.91,Retired
C00001534,Jason Diaz,18,Female,164372.5,654,19973.29,Retired
C00001535,Michael Mendoza,68,Female,149426.62,609,23412.27,Self-Employed
C00001536,William Ramirez,53,Male,104961.82,747,20918.45,Self-Employed
C00001537,Heather Weeks,68,Female,168256.37,805,27188.19,Self-Employed
C00001538,Christopher Robles,43,Female,93812.08,436,22366.69,Retired
C00001539,Kelly Duncan,46,Female,164639.37,556,36499.82,Retired
C00001540,Jordan Newman,38,Female,25773.48,348,481.46,Self-Employed
C00001541,Kenneth Reed,28,Female,44231.42,361,23504.66,Self-Employed
C00001542,Joseph Kaiser,57,Male,156075.39,699,28753.45,Employed
C00001543,Kayla Ward,28,Female,40590.06,747,1536.68,Employed
C00001544,Natalie Horn,53,Female,143076.99,367,5412.03,Self-Employed
C00001545,Brandy Moreno,66,Female,150243.28,567,18818.19,Unemployed
C00001546,Ashley Daniel,56,Male,139195.16,379,17080.43,Self-Employed
C00001547,Sabrina Webster,57,Male,167281.78,363,46023.61,Self-Employed
C00001548,Cody Dixon,52,Female,112091.07,542,600.33,Employed
C00001549,Douglas Hunter,51,Female,181466.67,703,40847.37,Self-Employed
C00001550,Luis Hill,64,Female,122509.32,333,2703.44,Retired
C00001551,Caitlin Thornton,41,Female,111417.13,446,41971.88,Unemployed
C00001552,Denise Smith,39,Male,111689.72,553,21824.63,Self-Employed
C00001553,Colleen Jones,22,Male,184174.8,374,32085.36,Self-Employed
C00001554,Mr. Devin Donaldson,50,Male,63865.29,520,8943.09,Retired
C00001555,Dennis Harris,53,Female,145106.38,391,39914.75,Employed
C00001556,Carrie Morris,64,Female,63670.84,702,24342.41,Self-Employed
C00001557,Lisa Jones,37,Male,36591.5,509,2349.31,Retired
C00001558,Jessica Benjamin,36,Male,191673.9,476,39937.8,Self-Employed
C00001559,Stephanie Meyer,52,Female,43350.57,575,37036.64,Unemployed
C00001560,Samantha Conrad,69,Male,143514.79,583,38300.66,Employed
C00001561,Daniel Jefferson,60,Male,96420.57,435,23641.93,Unemployed
C00001562,Michael Ingram,34,Male,170678.25,723,888.08,Retired
C00001563,Crystal Miller,62,Male,159176.39,473,43762.53,Employed
C00001564,Rhonda Walker,60,Male,45878.32,654,31725.55,Employed
C00001565,Leslie Kelly,51,Female,104207.01,767,44452.97,Employed
C00001566,Sarah Ruiz,26,Female,24955.81,498,10798.16,Self-Employed
C00001567,Charles Lewis,43,Female,97314.23,327,34774.08,Retired
C00001568,Patrick Williams,19,Female,146038.85,580,47332.2,Unemployed
C00001569,Karen Cooper,26,Male,61788.12,739,49816.08,Retired
C00001570,Richard Patton,26,Female,165806.01,519,16102.57,Self-Employed
C00001571,Brittany Bell,57,Male,29569.67,376,32816.08,Unemployed
C00001572,William Lloyd Jr.,34,Male,26221.95,521,20601.61,Unemployed
C00001573,Heather Bell,18,Female,24941.46,402,48391.09,Unemployed
C00001574,Mr. Elijah Arias Jr.,42,Female,70404.84,622,18315.99,Self-Employed
C00001575,Theresa Mendez,60,Female,104079.05,763,17160.42,Retired
C00001576,Lindsey Barrett,57,Female,39340.46,770,1163.65,Self-Employed
C00001577,Adam Robinson,59,Male,199413.85,693,17692.21,Self-Employed
C00001578,John Miles,42,Male,199920.99,561,15369.25,Self-Employed
C00001579,Ashley Brown,56,Male,113564.43,638,6442.74,Employed
C00001580,Roger Cross,52,Female,122241.72,337,1718.84,Unemployed
C00001581,David King,20,Female,186825.51,773,782.8,Unemployed
C00001582,Audrey White,67,Male,158562.7,701,18937.02,Employed
C00001583,Edward Butler,54,Male,50230.58,447,18818.23,Self-Employed
C00001584,Herbert Moore,61,Female,162648.0,689,14604.65,Employed
C00001585,Diane Warner,61,Female,61569.26,329,23207.24,Unemployed
C00001586,Jeremy Duke,68,Male,97444.61,414,46160.87,Unemployed
C00001587,Joe Garcia,47,Male,115851.48,422,14845.93,Unemployed
C00001588,George Johnson,55,Male,149059.87,827,38914.34,Unemployed
C00001589,Tammy Hartman,51,Female,47027.05,452,2035.06,Retired
C00001590,Connie Mcintyre,29,Male,33710.57,734,46534.05,Unemployed
C00001591,Tara Macias,36,Male,175902.2,571,15967.45,Retired
C00001592,David Hodges,54,Female,168822.65,369,17645.27,Self-Employed
C00001593,Pamela Young,61,Male,114187.76,491,22248.28,Self-Employed
C00001594,Justin Baker,66,Male,139225.48,743,13913.21,Self-Employed
C00001595,Sandra Nguyen,34,Male,149474.24,532,44943.54,Employed
C00001596,Leslie Reeves,27,Female,105775.64,483,2404.14,Self-Employed
C00001597,Danielle Williams,66,Female,66301.49,572,3505.24,Retired
C00001598,Jacob Strickland,64,Male,106650.63,838,19352.86,Retired
C00001599,Jeffrey Taylor Jr.,29,Female,191143.64,814,8229.31,Employed
C00001600,John Hodges,33,Male,170809.85,653,37646.63,Unemployed
C00001601,Xavier Beck,41,Male,103798.55,712,11754.08,Retired
C00001602,Jeffrey Mcgee,36,Female,60604.23,559,14210.3,Unemployed
C00001603,Calvin Wilson,25,Male,180130.6,582,12896.36,Unemployed
C00001604,Mrs. Jessica Walton,48,Female,134883.4,375,44969.33,Self-Employed
C00001605,Stephanie Woods,38,Female,92853.19,654,41155.77,Employed
C00001606,Lisa Taylor,34,Male,40098.36,313,26978.86,Self-Employed
C00001607,David Clements,40,Male,155317.45,355,106.45,Retired
C00001608,David Clark,54,Female,77055.03,321,16417.77,Retired
C00001609,Eric Flowers,33,Female,129135.06,788,23854.17,Employed
C00001610,Barbara Hunt,23,Male,122531.1,835,26035.2,Unemployed
C00001611,Dustin Payne,25,Female,145932.15,822,12338.77,Self-Employed
C00001612,Derrick Walls,42,Male,116771.8,337,31670.15,Retired
C00001613,Jeffery Perkins MD,35,Male,133474.08,753,9551.86,Retired
C00001614,Scott Gonzalez,42,Female,34677.64,389,23728.62,Unemployed
C00001615,Cynthia Copeland,29,Male,139750.16,553,19208.45,Unemployed
C00001616,Felicia West,32,Female,54954.36,735,17574.36,Employed
C00001617,David Phillips,43,Male,90556.53,832,18795.57,Unemployed
C00001618,Phillip Anderson,58,Male,112256.21,538,22328.46,Self-Employed
C00001619,Charles Webb,62,Male,143637.89,390,12278.17,Employed
C00001620,Cody Nguyen,43,Male,153636.92,822,12384.18,Employed
C00001621,Jennifer Welch,64,Male,146886.08,350,10286.57,Self-Employed
C00001622,Ryan Mcmillan,49,Male,37118.98,769,33268.73,Employed
C00001623,Michael Jenkins,27,Female,89642.71,504,12777.65,Retired
C00001624,April West,33,Female,70519.71,662,1288.52,Employed
C00001625,Jason Brown,24,Male,91715.87,805,21810.03,Retired
C00001626,Wanda Walker,34,Female,136437.17,803,24738.92,Self-Employed
C00001627,Ariel Garcia,40,Female,54725.73,426,47865.06,Self-Employed
C00001628,Sarah Collins,43,Female,110377.89,779,31553.16,Unemployed
C00001629,Karen Sherman,38,Female,179276.88,824,5290.22,Self-Employed
C00001630,Sabrina Robinson,39,Female,151602.83,676,22526.0,Retired
C00001631,Denise Watkins,24,Male,150565.72,599,37449.45,Unemployed
C00001632,Michelle Hudson,31,Male,172768.95,496,41384.9,Self-Employed
C00001633,Karen Floyd,32,Male,91864.1,839,31233.38,Unemployed
C00001634,Jeffery Lopez,24,Male,156706.91,380,44816.69,Self-Employed
C00001635,Cynthia Clark,26,Male,30566.8,393,26659.84,Employed
C00001636,Anthony Miller,68,Female,30156.85,605,19034.29,Self-Employed
C00001637,Melvin Coleman,65,Female,79723.76,310,24307.16,Unemployed
C00001638,Tiffany Walter,25,Male,55432.45,408,2359.9,Unemployed
C00001639,Denise Montgomery,67,Male,113336.95,693,487.24,Employed
C00001640,Ralph Harrington,40,Female,52976.44,447,30175.73,Unemployed
C00001641,Thomas Adams,46,Male,195603.3,713,11436.9,Self-Employed
C00001642,Kevin Simpson,35,Male,173198.92,462,20667.51,Employed
C00001643,Kirsten Solis,48,Female,196856.07,654,34353.41,Retired
C00001644,Jessica Ross,47,Male,165397.34,350,19041.92,Employed
C00001645,Kim Goodman,69,Male,191199.75,810,33207.38,Self-Employed
C00001646,Bryan Harding,56,Male,86258.94,345,21296.35,Retired
C00001647,Samuel Adams,52,Male,109622.91,829,1482.48,Retired
C00001648,Robert Logan,35,Male,63162.89,455,42159.81,Employed
C00001649,Jennifer Lam,59,Female,134445.09,664,39279.4,Unemployed
C00001650,Devin Shea,56,Male,161881.45,694,30557.67,Retired
C00001651,Melissa Gay,34,Male,109773.59,314,24753.49,Unemployed
C00001652,Mr. Christopher Hernandez DVM,31,Female,73347.11,318,4857.6,Employed
C00001653,Nicole Mosley,48,Male,111380.99,736,33646.06,Retired
C00001654,Laura Johnson,41,Male,31321.14,832,0.33,Employed
C00001655,Patrick Powers,52,Female,149801.5,300,17563.38,Employed
C00001656,Dawn Kim,61,Female,101289.25,420,26359.48,Employed
C00001657,Stacie Evans,62,Female,181682.16,420,36141.55,Self-Employed
C00001658,Elizabeth Sawyer,51,Female,186185.06,454,18277.01,Self-Employed
C00001659,Gary Santiago,20,Female,42590.87,591,30237.63,Employed
C00001660,Kimberly Lang,54,Male,199299.98,406,3191.3,Employed
C00001661,Joseph Martin,60,Female,194568.05,844,35602.47,Unemployed
C00001662,April Davis,57,Female,132883.65,389,9937.47,Self-Employed
C00001663,Gabriela Walker,43,Female,168580.58,490,256.79,Self-Employed
C00001664,Daniel Sanders,40,Female,23318.66,418,32346.48,Retired
C00001665,Andrew Martinez,61,Male,194669.4,441,3102.73,Self-Employed
C00001666,Anna Eaton,56,Female,102136.51,769,22564.41,Self-Employed
C00001667,Mark Mason,32,Male,183746.04,310,42904.6,Retired
C00001668,Robert Rogers,66,Male,89322.47,785,18247.22,Employed
C00001669,Christine Thomas,21,Female,161871.76,648,32764.46,Unemployed
C00001670,Jonathan Hill,46,Male,95230.25,415,44525.19,Retired
C00001671,Tamara Short,39,Male,85287.19,476,36648.77,Unemployed
C00001672,Linda Bell,42,Male,190419.64,383,26149.91,Self-Employed
C00001673,Mary Thomas,30,Female,145840.08,483,19335.03,Employed
C00001674,Joseph Turner,35,Female,171214.6,722,45059.94,Employed
C00001675,Sharon Serrano,50,Male,117804.46,791,12599.14,Retired
C00001676,Gary Vargas,33,Female,185302.77,790,28286.05,Unemployed
C00001677,Shelby Fuller,62,Female,153192.88,411,42018.85,Unemployed
C00001678,Daniel Kirby,59,Female,32990.18,530,11331.72,Retired
C00001679,Angela Medina,61,Male,158036.74,334,22551.75,Employed
C00001680,Brandi Haley,19,Female,23367.88,608,39791.2,Self-Employed
C00001681,Caleb Reese,52,Female,169232.41,611,24174.96,Self-Employed
C00001682,Teresa Robinson,59,Male,79735.89,328,25575.09,Unemployed
C00001683,Cynthia Sanders,51,Female,127691.25,620,23474.02,Employed
C00001684,Laura Hamilton,47,Male,154887.86,672,22988.82,Employed
C00001685,Laura Williams,30,Female,134653.69,576,47532.54,Unemployed
C00001686,Jessica Shaw,30,Female,141026.64,380,39588.5,Self-Employed
C00001687,Diane Robles,35,Female,180679.83,551,32683.03,Self-Employed
C00001688,Joseph Harris,49,Female,87314.96,825,29791.15,Employed
C00001689,Eddie Reid,49,Male,118486.13,821,1706.51,Unemployed
C00001690,James Savage,52,Female,51487.17,629,38775.47,Unemployed
C00001691,Bradley Bailey,56,Male,104157.75,311,25065.57,Employed
C00001692,John Gomez,63,Male,47006.55,698,49848.3,Employed
C00001693,David Beck,69,Female,134045.4,652,25944.41,Retired
C00001694,Patrick Brandt,46,Female,78365.25,537,33940.62,Self-Employed
C00001695,Cynthia Anderson,66,Female,174622.61,329,41541.62,Unemployed
C00001696,Alicia Long,46,Female,81843.97,417,9285.49,Employed
C00001697,Linda Williams,61,Female,71630.1,839,27591.34,Employed
C00001698,Jason Miller,33,Female,108428.74,405,48920.62,Self-Employed
C00001699,David Holland,61,Female,51559.17,586,12593.86,Employed
C00001700,Charles Rogers,64,Female,56685.1,572,48485.03,Unemployed
C00001701,Diane Mooney PhD,27,Female,160966.29,524,42543.99,Unemployed
C00001702,Mason Miles,47,Male,109500.57,734,40010.1,Self-Employed
C00001703,Nancy Jackson,42,Female,57141.55,386,7393.65,Unemployed
C00001704,Brent Lambert,56,Female,25674.11,732,6737.87,Self-Employed
C00001705,Tyler Yates,37,Male,103965.94,647,41748.73,Retired
C00001706,Victoria Cox,22,Female,153673.42,656,31567.65,Unemployed
C00001707,Jacqueline Moore,18,Female,83214.21,313,27101.69,Unemployed
C00001708,Elizabeth Thompson,47,Male,64633.57,763,47184.82,Retired
C00001709,Andrea Henderson,66,Female,91348.32,496,7427.74,Self-Employed
C00001710,Melissa Brown,20,Male,192643.32,497,47272.47,Unemployed
C00001711,Emily Hurst,62,Female,96169.18,802,27541.88,Self-Employed
C00001712,Melissa Clark,31,Female,66734.86,623,7226.61,Employed
C00001713,Debbie Sherman,47,Female,122463.66,615,21834.88,Unemployed
C00001714,Jimmy Freeman,67,Male,165933.87,623,38019.17,Retired
C00001715,Jon Black,21,Male,24019.81,398,4602.95,Employed
C00001716,Francisco Hall,35,Male,120458.3,727,46046.26,Unemployed
C00001717,Jonathan Alvarado,54,Male,170536.23,738,11651.76,Self-Employed
C00001718,Hannah Carter,42,Female,58812.28,301,124.73,Unemployed
C00001719,Jessica Hicks,65,Male,185902.94,809,34721.61,Unemployed
C00001720,Julie Stanley,18,Female,123985.21,378,22075.09,Retired
C00001721,Jim Greer,63,Female,113010.76,589,14134.89,Retired
C00001722,Christina Ponce,32,Female,193459.07,431,27368.35,Self-Employed
C00001723,Jeffrey Lawson,26,Female,43337.31,695,12447.08,Employed
C00001724,David Duncan,32,Female,153225.41,440,322.93,Employed
C00001725,Lauren Burnett,66,Male,167342.83,431,22781.79,Employed
C00001726,Jeffery Ward,41,Female,107940.17,842,23548.47,Employed
C00001727,Carlos Blake,21,Female,21165.62,727,11043.39,Employed
C00001728,Adam Drake,29,Male,114380.57,611,20205.85,Retired
C00001729,Heather Robinson,54,Female,47632.15,754,37769.48,Unemployed
C00001730,Diana Nguyen,54,Male,121262.69,361,46766.04,Retired
C00001731,Meghan Anderson,60,Female,152951.35,541,36684.76,Unemployed
C00001732,Andrew Deleon,23,Male,115592.86,401,19437.1,Self-Employed
C00001733,Alexis Gardner,56,Female,133544.36,321,19344.05,Self-Employed
C00001734,Sharon Keith,63,Female,38710.2,655,4829.61,Retired
C00001735,Sabrina Cohen MD,41,Male,37468.23,799,5938.02,Retired
C00001736,Carrie Doyle,28,Female,173169.34,567,45725.71,Unemployed
C00001737,Teresa Gonzalez,30,Female,28879.37,731,46937.03,Unemployed
C00001738,Jacqueline Gibson,51,Male,71173.99,601,28804.49,Retired
C00001739,Jason Mendoza,42,Male,188785.38,755,10989.2,Self-Employed
C00001740,Bruce Collins,24,Female,102596.08,708,31536.78,Self-Employed
C00001741,Erica Branch MD,69,Male,141416.94,422,29597.07,Retired
C00001742,Beth Cabrera,21,Female,59904.27,341,43297.38,Unemployed
C00001743,Thomas Wilson,25,Male,68692.32,630,22682.9,Retired
C00001744,Sharon Krueger,37,Male,111620.1,610,9174.86,Unemployed
C00001745,Cristian Mcdowell,46,Male,134858.01,836,19764.36,Employed
C00001746,Melanie Figueroa,68,Female,192883.0,635,16154.82,Employed
C00001747,Andrew Rogers,62,Female,123395.59,661,7306.24,Employed
C00001748,Kevin Aguilar DDS,63,Female,37274.44,775,2756.73,Retired
C00001749,Julie Phillips,27,Male,86045.48,495,13679.8,Employed
C00001750,Patrick Howell,60,Female,63950.17,411,18185.82,Self-Employed
C00001751,Robert Skinner,51,Female,65792.22,525,46478.2,Unemployed
C00001752,Robert Shah PhD,43,Male,110969.74,413,14723.0,Unemployed
C00001753,Joseph Wong,58,Male,76999.96,561,39869.16,Self-Employed
C00001754,Matthew Stout,66,Female,72075.6,357,36834.13,Employed
C00001755,Sarah Kennedy,20,Female,194243.41,740,22066.46,Employed
C00001756,William Bates,23,Female,125112.55,502,26501.43,Employed
C00001757,Justin Clark,22,Female,67120.19,638,23730.19,Unemployed
C00001758,Lucas Lawrence,22,Female,69656.5,418,27288.67,Retired
C00001759,Joseph Parker,64,Male,165985.06,567,25376.98,Unemployed
C00001760,Kyle Mckenzie,40,Female,179565.65,756,22583.81,Unemployed
C00001761,Jennifer Waller,66,Female,142225.62,466,40322.03,Self-Employed
C00001762,Jessica Alexander,26,Female,97660.43,587,32082.04,Retired
C00001763,Lori Saunders,52,Male,157623.32,755,19211.25,Employed
